hotel_name,hotel_url,review_date,review_item_user_review_count,review_score_badge,review_item_header_content,review_info_tag,review_staydate,review_sentence,review_label,review_traveler_type,review_time_of_travel,review_topic_annotated
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,27 January 2019,3 reviews,10.0,Excellent location spacious and quiet room highly recommended,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",January 2019,Breakfast was mainly an egg burrito wouldve liked scrambled as an option,0,Solo traveler,Winter,2
Homewood Suites By Hilton Clifton Park,homewood-suites-by-hilton-clifton-park.en-gb,27 January 2019,3 reviews,10.0,Excellent location spacious and quiet room highly recommended,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds - Non-Smoking', 'Stayed 1 night', 'Submitted via mobile']",January 2019,Overall nice breakfast,0,Solo traveler,Winter,2
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,2 June 2020,1 review,10.0,great servicebeautiful location cant wait to come back,"['Leisure trip', 'Couple', 'Two Queen River View with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",June 2020,wish there was a coffee pot in our room  not a big deal since they provided coffee and tea in the lobby,0,Couple,Summer,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,15 March 2020,1 review,8.0,Nice weekend getaway,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night', 'Submitted via mobile']",March 2020,Around 1130 PM I was woke up from a noise that sounded like a basketball was being hit against the wall I got up to see what it was I think it may have been something to do with the plumbing in the toilet area it lasted for about 10 min very irritating,0,Couple,Spring,0
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,16 February 2020,6 reviews,10.0,Love everything about the place,"['Leisure trip', 'Couple', 'Two Queen Village View with Spa Bath', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Cant think of anything,0,Couple,Winter,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,5 January 2020,1 review,9.6,Exceptional,"['Leisure trip', 'People with friends', 'King Sofa Village View', 'Stayed 1 night', 'Submitted via mobile']",January 2020,The pillows were too small,0,People with friends,Winter,7
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,3 January 2020,2 reviews,10.0,Always a pleasurable experience,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night', 'Submitted via mobile']",December 2019,Wish we could have stayed another night,0,Couple,Winter,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,2 January 2020,5 reviews,10.0,My husband and I love staying here and we thoroughly enjoyed our stay,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night']",December 2019,We stayed two nights needed extra shampoo,0,Couple,Winter,5
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,2 January 2020,5 reviews,10.0,My husband and I love staying here and we thoroughly enjoyed our stay,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night']",December 2019,The room key was not reset for the second day,0,Couple,Winter,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,1 December 2019,3 reviews,9.2,Superb,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night', 'Submitted via mobile']",November 2019,No coffee machine in the room,0,Couple,Fall,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,11 November 2019,4 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night', 'Submitted via mobile']",November 2019,Crazy person few rooms down,0,Couple,Fall,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,11 November 2019,4 reviews,9.6,Exceptional,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 1 night', 'Submitted via mobile']",November 2019,Woke up entire floor at 1am screaming for the police,0,Couple,Fall,0
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,9 November 2019,1 review,9.0,Very nice,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights']",November 2019,It was difficult to control the temperature in the room and the fan ran constantly which was a bit noisy at night,0,Couple,Fall,0
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,9 November 2019,2 reviews,10.0,It was memorable and our favorite destination with great views,"['Leisure trip', 'Couple', 'King Sofa Village View with Balcony ', 'Stayed 3 nights', 'Submitted via mobile']",October 2019,End of the season slot closed up,0,Couple,Fall,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,1 November 2019,1 review,9.6,There for ANA and food and conference space was lovely,"['Leisure trip', 'Couple', 'Two Queen River View with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",October 2019,Conference price for room could have been a bit more reasonable,0,Couple,Fall,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,17 October 2019,9 reviews,10.0,Comfortable and relaxing,"['Leisure trip', 'Couple', 'Two Queen River View', 'Stayed 2 nights', 'Submitted via mobile']",October 2019,Restaurant could have offered a more affordable menu,0,Couple,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,17 October 2019,8 reviews,8.3,Very good,"['Leisure trip', 'Couple', 'King Sofa River View with Balcony', 'Stayed 2 nights', 'Submitted via mobile']",October 2019,The swimming pool is very small definitely needs updating,0,Couple,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,17 October 2019,8 reviews,8.3,Very good,"['Leisure trip', 'Couple', 'King Sofa River View with Balcony', 'Stayed 2 nights', 'Submitted via mobile']",October 2019,Didnt bother to go in,0,Couple,Fall,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,27 July 2019,1 review,9.6,Had a wonderful time ,"['Leisure trip', 'Family with young children', 'Two Queen River View', 'Stayed 4 nights', 'Submitted via mobile']",July 2019,Indoor pool was very nice  but no true  deep  end ,0,Family with young children,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,26 July 2019,1 review,10.0,Harbor hotel exceeded our expectations It was a very beautiful property with friendly staff,"['Leisure trip', 'Couple', 'Two Queen Village View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,Nothing,0,Couple,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,26 July 2019,16 reviews,9.6,Loved it had a great time and enjoyed our stay  Clayton is cute and a fun town,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights']",July 2019,music at night all night from patio first night but we asked for it to be turned off the next night and it was,0,Couple,Summer,0
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,21 July 2019,2 reviews,10.0,Love it We Will be back,"['Leisure trip', 'Couple', 'Two Queen Village View', 'Stayed 4 nights']",July 2019,Slow elevator,0,Couple,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,19 July 2019,1 review,9.0,Very good,"['Leisure trip', 'Family with young children', 'King Sofa Village View', 'Stayed 1 night']",July 2019,For your own safety the shower needs safety bar to grab on to in case of losing balance etc,0,Family with young children,Summer,5
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,15 July 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,The walls are super thin and you can hear everything,0,Couple,Summer,0
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,15 July 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,The person in the next room you can hear there conversation,0,Couple,Summer,0
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,15 July 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,Other then that its a great facility and everyone is kind,0,Couple,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,14 July 2019,1 review,9.6,Pricey but worth the money,"['Leisure trip', 'Couple', 'King Sofa Village View with Balcony ', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,No coffee maker in room,0,Couple,Summer,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,9 July 2019,1 review,10.0,Lovely spot and I would recommend it to friends,"['Leisure trip', 'Couple', 'King Sofa River View with Balcony', 'Stayed 3 nights']",July 2019,Quality of our dinner was poor but the three breakfasts were over the top,0,Couple,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,9 July 2019,1 review,10.0,Lovely spot and I would recommend it to friends,"['Leisure trip', 'Couple', 'King Sofa River View with Balcony', 'Stayed 3 nights']",July 2019,Our server each morning was a super star and made sure we were happy,0,Couple,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,8 July 2019,3 reviews,10.0,Perfection,"['Leisure trip', 'Family with young children', 'King Sofa Village View', 'Stayed 3 nights']",July 2019,Absolutely nothing,0,Family with young children,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,7 July 2019,4 reviews,10.0,You get what you pay for Worth the price,"['Leisure trip', 'Couple', 'Two Queen Village View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,No complaints,0,Couple,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,7 July 2019,2 reviews,8.8,Fabulous,"['Leisure trip', 'Couple', 'King Sofa River View with Balcony', 'Stayed 1 night', 'Submitted via mobile']",July 2019,That there wasnt breakfast included in price if the room,0,Couple,Summer,2
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,4 July 2019,23 reviews,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Two Queen Village View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,Restaurant boked non resident guests making it impossible to dine outdoors s great negative in the summertime,0,Family with young children,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,1 July 2019,3 reviews,9.2,Superb,"['Leisure trip', 'People with friends', 'Two Queen River View Effeciency with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",June 2019,The kitchenette in the room had absolutely no amenities,0,People with friends,Summer,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,1 July 2019,3 reviews,9.2,Superb,"['Leisure trip', 'People with friends', 'Two Queen River View Effeciency with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",June 2019,The hot water in the sink  shower was cold  took a long time to warm up,0,People with friends,Summer,5
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,27 June 2019,1 review,10.0,Fabulous,"['Leisure trip', 'Family with young children', 'Two Queen River View', 'Stayed 1 night', 'Submitted via mobile']",June 2019,Fire pits fill up fast,0,Family with young children,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,18 June 2019,1 review,10.0,A great place to stay again and again,"['Leisure trip', 'Family with young children', 'Two Queen River View with Balcony\\t', 'Stayed 3 nights', 'Submitted via mobile']",June 2019,There was nothing to not like,0,Family with young children,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,31 October 2018,1 review,8.8,Much better than anticipated Very nice bar and restaurant,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights', 'Submitted via mobile']",October 2018,Front desk should have made a point of mentioning morning coffee service is in hallways,0,Couple,Fall,1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,31 October 2018,1 review,8.8,Much better than anticipated Very nice bar and restaurant,"['Leisure trip', 'Couple', 'King Sofa River View', 'Stayed 2 nights', 'Submitted via mobile']",October 2018,No glasses in bathrooms Should always have fireplace working in lobby bar and restaurant,0,Couple,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,29 October 2018,10 reviews,8.3,Lovely place to stay and a great position,"['Leisure trip', 'Couple', 'King Sofa Village View - Disability Access', 'Stayed 4 nights', 'Submitted via mobile']",October 2018,Coffee tea maker in room Daft rule for the use of the swimming pool,0,Couple,Fall,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,29 October 2018,10 reviews,8.3,Lovely place to stay and a great position,"['Leisure trip', 'Couple', 'King Sofa Village View - Disability Access', 'Stayed 4 nights', 'Submitted via mobile']",October 2018,Cant swim alone has to be at least 2 people present and one has to be out of the pool,0,Couple,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,29 October 2018,10 reviews,8.3,Lovely place to stay and a great position,"['Leisure trip', 'Couple', 'King Sofa Village View - Disability Access', 'Stayed 4 nights', 'Submitted via mobile']",October 2018,Not much good if traveling alone or with a partner who does not swim,0,Couple,Fall,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,28 October 2018,2 reviews,9.6,Very good but could be a bit better,"['Leisure trip', 'Couple', 'Two Queen Village View', 'Stayed 2 nights', 'Submitted via mobile']",October 2018,I walk slowly because of back and there were never enough chairs to rest in,0,Couple,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,23 October 2018,2 reviews,9.2,An immaculate hotel probably better visited in summer,"['Leisure trip', 'Family with young children', 'Two Queen River View Effeciency with Balcony\\t', 'Stayed 1 night']",October 2018,It was too cold to sit outside and the hotel lacked a comfortable lounge area,0,Family with young children,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,16 September 2018,1 review,10.0,Exceptional,"['Leisure trip', 'Solo traveller', 'King Sofa River View', 'Stayed 1 night']",ptember 2018,the pool is small not impressive,0,Solo traveler,Fall,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,11 August 2019,1 review,10.0,Exceptional,"['Leisure trip', 'Family with young children', 'Two Queen Village View', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Nothing ,0,Family with young children,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,17 July 2019,1 review,10.0,We loved it,"['Leisure trip', 'Couple', 'King Sofa Village View - Disability Access', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,No Kashi Toasted Berry Crisp for breakfast,0,Couple,Summer,2
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,30 May 2019,2 reviews,10.0,We had a wonderful time at this beautiful hotel and were very happy with our stay,"['Leisure trip', 'Family with young children', 'Two Queen River View with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",May 2019,It rained for a short bit but then it passed and was fine out,0,Family with young children,Spring,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,30 May 2019,2 reviews,10.0,We had a wonderful time at this beautiful hotel and were very happy with our stay,"['Leisure trip', 'Family with young children', 'Two Queen River View with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",May 2019,After the rain passed the staff didnt dry off any of the outside chairs around the outdoor fires so we had to ask for towels and were given towels from the pool area to wipe off our chairs ,0,Family with young children,Spring,1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,30 May 2019,2 reviews,10.0,We had a wonderful time at this beautiful hotel and were very happy with our stay,"['Leisure trip', 'Family with young children', 'Two Queen River View with Balcony\\t', 'Stayed 2 nights', 'Submitted via mobile']",May 2019,Other guests were having to do the same thing,0,Family with young children,Spring,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,5 July 2018,1 review,10.0,Highly Recommend ,"['Leisure trip', 'Family with young children', 'King Sofa Village View - Disability Access', 'Stayed 3 nights', 'Submitted via mobile']",July 2018,Disability room was all the way down the hall from the elevator,0,Family with young children,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,5 July 2018,1 review,10.0,Highly Recommend ,"['Leisure trip', 'Family with young children', 'King Sofa Village View - Disability Access', 'Stayed 3 nights', 'Submitted via mobile']",July 2018,Very far and difficult walk for anyone with problems ambulating or wheeling their own wheelchairs,0,Family with young children,Summer,3
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,5 July 2018,1 review,10.0,Highly Recommend ,"['Leisure trip', 'Family with young children', 'King Sofa Village View - Disability Access', 'Stayed 3 nights', 'Submitted via mobile']",July 2018,I blame the architects that mapped out the plans of this building,0,Family with young children,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,27 August 2019,2 reviews,7.5,Good,"['Leisure trip', 'Solo traveller', 'King Sofa Village View', 'Stayed 1 night', 'Submitted via mobile']",August 2019,Cost was high for what you get,0,Solo traveler,Summer,-1
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,6 July 2019,1 review,7.1,Good,"['Solo traveller', 'King Sofa Village View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,Room service  food was soso,0,Solo traveler,Summer,6
1000 Islands Harbor Hotel,1000-islands-harbor.en-gb,6 July 2019,1 review,7.1,Good,"['Solo traveller', 'King Sofa Village View', 'Stayed 2 nights', 'Submitted via mobile']",July 2019,The wine was not uncorked and the glasses were dirty,0,Solo traveler,Summer,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,20 May 2020,1 review,8.0,Very good,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 3 nights', 'Submitted via mobile']",May 2020,That the nightly happy hour was not held,0,Couple,Spring,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,20 May 2020,1 review,8.0,Very good,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 3 nights', 'Submitted via mobile']",May 2020,I understand that due to the coronavirus circumstances had to be altered but would have much rather seen a substitution in effect,0,Couple,Spring,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,20 May 2020,1 review,8.0,Very good,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 3 nights', 'Submitted via mobile']",May 2020,For example guests could have ordered room service for their limited complimentary happy hour drinks and snack items,0,Couple,Spring,6
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,20 May 2020,1 review,8.0,Very good,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 3 nights', 'Submitted via mobile']",May 2020,Its clear that the coronavirus impact is not completely  going away anytime soon and businesses should adapt in more large scale ways,0,Couple,Spring,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,23 February 2020,2 reviews,9.0,No complaints,"['Leisure trip', 'Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",December 2019,Winter,0,Family with young children,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,19 February 2020,1 review,8.0,Very good,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",February 2020,Parking,0,Group,Winter,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,2 February 2020,4 reviews,9.2,Superb,"['Leisure trip', 'People with friends', 'King Studio Suite', 'Stayed 2 nights', 'Submitted via mobile']",February 2020,Our refrigerator wasnt working well,0,People with friends,Winter,6
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,13 January 2020,2 reviews,9.0,pretty good,"['Business trip', 'Group', 'One-Bedroom King Suite', 'Stayed 3 nights']",January 2020,not for now,0,Group,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,11 January 2020,1 review,10.0,The room was spacious and well designed and decorated Very clean Easily controlled heat so quiet that the only way I w,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 1 night', 'Submitted via mobile']",January 2020,The tv in the breakfast area was tuned to Fox news,0,Couple,Winter,2
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,11 January 2020,1 review,10.0,The room was spacious and well designed and decorated Very clean Easily controlled heat so quiet that the only way I w,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 1 night', 'Submitted via mobile']",January 2020,Apparently we could have asked to change the channel but didnt feel right about doing that,0,Couple,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,11 January 2020,1 review,10.0,The room was spacious and well designed and decorated Very clean Easily controlled heat so quiet that the only way I w,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 1 night', 'Submitted via mobile']",January 2020,Suggest a more universal bipartisan network,0,Couple,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,1 January 2020,7 reviews,9.0,Superb,"['Leisure trip', 'Couple', 'One-Bedroom Premium King Suite', 'Stayed 2 nights', 'Submitted via mobile']",January 2020,Everything was great,0,Couple,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,15 December 2019,1 review,8.3,Very good,"['Leisure trip', 'Couple', 'One-Bedroom King Suite', 'Stayed 2 nights', 'Submitted via mobile']",December 2019,A good hotel but nothing special in its interior design of the facilities,0,Couple,Winter,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,9 December 2019,20 reviews,9.0,Like the Terminator  Well be back,"['Leisure trip', 'Family with young children', 'King Studio Suite', 'Stayed 2 nights']",December 2019,Only possible complaint would be the parking is somewhat limited,0,Family with young children,Winter,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,9 December 2019,3 reviews,10.0,Well Worth the Money,"['Leisure trip', 'Couple', 'One-Bedroom King Suite', 'Stayed 3 nights', 'Submitted via mobile']",December 2019,Were given room 206 directly above pool which made the room muggy  with a slight chlorine smell,0,Couple,Winter,0
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,9 December 2019,3 reviews,10.0,Well Worth the Money,"['Leisure trip', 'Couple', 'One-Bedroom King Suite', 'Stayed 3 nights', 'Submitted via mobile']",December 2019,Were promptly given another room without issue,0,Couple,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,26 November 2019,9 reviews,9.6,Exceptional,"['Leisure trip', 'People with friends', 'One-Bedroom King Suite', 'Stayed 1 night', 'Submitted via mobile']",November 2019,Couch in the living room was attractive but very uncomfortable,0,People with friends,Fall,6
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 November 2019,26 reviews,10.0,Good choice Good value for money  I recommend it to others,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 3 nights']",November 2019,The ambience of the bar is what it is,0,Solo traveler,Fall,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 November 2019,26 reviews,10.0,Good choice Good value for money  I recommend it to others,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 3 nights']",November 2019,Thats ok,0,Solo traveler,Fall,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 November 2019,26 reviews,10.0,Good choice Good value for money  I recommend it to others,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 3 nights']",November 2019,I could walk over to that hotel for a drink and enjoy the fine breakfast and pool at the Embassy Suites,0,Solo traveler,Fall,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 November 2019,26 reviews,10.0,Good choice Good value for money  I recommend it to others,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 3 nights']",November 2019,The bar staff were great although the IPA on draft was out,0,Solo traveler,Fall,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 November 2019,26 reviews,10.0,Good choice Good value for money  I recommend it to others,"['Business trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 3 nights']",November 2019,Overall good,0,Solo traveler,Fall,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 February 2019,18 reviews,10.0,see above first comment,"['Leisure trip', 'Couple', 'King Studio Suite', 'Stayed 1 night']",February 2019,nothing in our case anyway,0,Couple,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 February 2019,2 reviews,8.3,My stay though short was perfect,"['Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night']",February 2019,The beds were to soft for my liking,0,Family with young children,Winter,7
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 February 2019,2 reviews,8.3,My stay though short was perfect,"['Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night']",February 2019,Pillows were also to soft and none of the clocks had the right time of day,0,Family with young children,Winter,7
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,16 February 2019,2 reviews,8.3,My stay though short was perfect,"['Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night']",February 2019,Hand soap in bathroom was bar soap should be a pump more sanitary if you are sharing room,0,Family with young children,Winter,5
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,11 February 2019,6 reviews,10.0,Exceptional,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night']",February 2019,Nothing,0,Group,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,27 January 2019,1 review,9.2,Superb,"['Leisure trip', 'Family with young children', 'One-Bedroom Corner Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",January 2019,It was cold all night,0,Family with young children,Winter,0
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,27 January 2019,1 review,9.2,Superb,"['Leisure trip', 'Family with young children', 'One-Bedroom Corner Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",January 2019,It didnt really warm up in the room until the morning,0,Family with young children,Winter,0
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,7 January 2019,2 reviews,10.0,Wish it had been 2 night instead of 1,"['Leisure trip', 'Couple', 'One-Bedroom King Suite', 'Stayed 1 night', 'Submitted via mobile']",January 2019,The mattress was just ok,0,Couple,Winter,7
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,2 January 2019,9 reviews,9.6,Exceptional,"['Leisure trip', 'Family with young children', 'One-Bedroom King Suite', 'Stayed 4 nights']",January 2019,The quality of mattress,0,Family with young children,Winter,7
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,24 December 2018,10 reviews,9.2,Wonderful  I would visit again,"['Leisure trip', 'Solo traveller', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night']",December 2018,Everything was great,0,Solo traveler,Winter,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,17 December 2018,25 reviews,10.0,Best hotel in Saratoga Springs,"['Leisure trip', 'Family with young children', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",December 2018,There was poop in the pool,0,Family with young children,Winter,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,7 December 2018,1 review,9.6,Terrific,"['Business trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",November 2018,See above,0,Group,Fall,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,3 December 2018,3 reviews,9.2,Everything was awesome and the staff were very helpful We’ll be booking here again in the future,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",November 2018,The only thing I didnt like was the WiFi connection,0,Group,Fall,3
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,3 December 2018,3 reviews,9.2,Everything was awesome and the staff were very helpful We’ll be booking here again in the future,"['Leisure trip', 'Group', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 2 nights', 'Submitted via mobile']",November 2018,Other than that we enjoyed our stay,0,Group,Fall,-1
Embassy Suites Saratoga Springs,embassy-suites-saratoga-springs.en-gb,1 December 2018,1 review,9.6,Another great stay,"['Leisure trip', 'Couple', 'One-Bedroom Queen Suite with Two Queen Beds', 'Stayed 1 night', 'Submitted via mobile']",November 2018,Wouldnt change anything,0,Couple,Fall,-1
